iter	RMSE
573	683615529.4
574	683347695.9
575	682395948.7
576	682039838.1
577	681663761.6
578	681469716.8
579	681355377.9
580	681237782.5
581	680871372.7
582	680650309.2
583	680266653.9
584	680114652.4
585	679631429.7
586	679243702
587	679131095.4
588	679026570
589	678908255.1
590	678611923.1
591	678496404.8
592	678077970.1
593	677883210.8
594	677765021.2
595	677649117
596	677535242.6
597	676982329.2
598	676813298
599	676705618.8
600	676606886.2
601	676453635.9
602	675969077.1
603	675868047.2
604	675435912.2
605	674987699.5
606	674887049.6
607	674788535.8
608	674232121.6
609	673945227.9
610	673854746.2
611	673470900.9
612	672959955.8
613	672864545.1
614	672694694
615	672358417.9
616	672280414.1
617	671803474.4
618	671599205.2
619	671247010.7
620	671030216.3
621	670533096.7
622	670159325
623	669689733.4
624	669440842
625	668992939.5
626	668879204.4
627	668648858.2
628	667429553.3
629	666903767.2
630	665842583.8
631	665658746
632	665571544.5
633	665374214.9
634	665217617.3
635	664811987.5
636	664324826.3
637	663740197
638	663188484.6
639	662775793
640	662201610.2
641	661641641.1
642	661539728.9
643	661370451.4
644	660746110.4
645	660645175.8
646	660490145.6
647	659859773.3
648	659769023.9
649	659445524.4
650	659005553.3
651	658791894
652	658397361.3
653	658306935.8
654	657887766.6
655	657585316.8
656	657398217.4
657	656944019.7
658	656724402.5
659	656149774.5
660	656050817.4
661	655684235.3
662	655512658.3
663	655128619.4
664	655047458.9
665	654268193.7
666	653766759.1
667	653229165.5
668	652621135.8
669	652464296.4
670	652367713.7
671	651412410.8
672	651041901.3
673	650577804
674	650182407.7
675	649748333.3
676	649652013.6
677	649504745.6
678	649269283.9
679	649156260.7
680	649061245
681	648618822.5
682	648394166
683	648300323.7
684	648201305.7
685	647982909.7
686	647840845.2
687	647437933.8
688	647350905.5
689	646985833.9
690	646618162.1
691	646114224.7
692	645600800.8
693	644924589.7
694	644682627.1
695	644170128.3
696	643592496.5
697	643296797.4
698	643052108.9
699	642968139.2
700	642753653.3
701	642670026
702	642519376.6
703	642148414.9
704	641669348.8
705	641417492.4
706	640811925.3
707	640721260.6
708	640632012.7
709	640544146.7
710	640143252.6
711	640055645.2
712	639280537.9
713	638899590.1
714	638825221.4
715	638620597.1
716	638437277.1
717	637785518
718	637698025.3
719	637507484.6
720	637152063.1
721	637013408.2
722	636856826.1
723	636420534.6
724	635832363.3
725	635750767.3
726	635625409.3
727	635264915
728	635068295.7
729	634685074.1
730	634057307
731	633871173.2
732	633742868.4
733	633378280.5
734	632260490.8
735	631725489.2
736	631644311.3
737	631287514.3
738	631051069.5
739	630815078
740	630735192.5
741	630478761.1
742	630394212
743	630307563.4
744	630083143.6
745	629859221.3
746	629384968
747	628913030
748	628496646.4
749	628302208.3
750	628091021.5
751	627763304.3
752	627403879.8
753	627027085.6
754	626723323.6
755	626632880
756	626508958.8
757	626426837.4
758	626069354.8
759	625738403.3
760	625503610.6
761	624948827.3
762	623972928.9
763	623887278.4
764	623146093.4
765	623072110.5
766	622810775
767	622629132.8
768	622469840.3
769	622281479.9
770	621576063.9
771	621378996.1
772	621298428.3
773	620916796.4
774	620662235.7
775	620536565.5
776	620087715.5
777	619659043.7
778	619092702.8
779	618902519.6
780	618450335.7
781	617991333.4
782	617562196
783	617158072.5
784	616983731.6
785	616903330.1
786	616823270.5
787	616700391.4
788	616527439.6
789	616187994.1
790	616109079.7
791	615831750.6
792	615477534.2
793	615286361.5
794	614811470.6
795	614697742.4
796	614420889.3
797	614342902
798	614267665.4
799	614113059.9
800	614036630.4
801	613708500.3
802	613632781.9
803	613094042.6
804	612589844.3
805	612414098.1
806	612338539.1
807	612263850.4
808	612055391.7
809	611539437.9
810	610961855.1
811	610841982.7
812	610767782.1
813	610570272.3
814	610500573.6
815	610142820.5
816	609984533.4
817	609675997
818	609455195.7
819	609046156.8
820	608972730.6
821	608653608.9
822	608180564.7
823	608108007.3
824	607551831.9
825	607390071.9
826	607317708.3
827	607103999
828	606994558
829	606922918.7
830	606623138.1
831	606479352.2
832	606227610.5
833	605962322.9
834	605450601.8
835	605361154.9
836	605188039.9
837	604928619.3
838	604614851.9
839	604533207.9
840	604458313.9
841	604205666.9
842	604065420.8
843	603771745.7
844	603694760.2
845	603620306.5
846	603278892.4
847	602421678.6
848	602356428
849	602284927.5
850	601998324.1
851	601929418
852	601827278.2
853	601758305.2
854	601430095.4
855	601366192.4
856	601108446.8
857	601040564.6
858	600763566.9
859	600697383.4
860	600581761.6
861	600485313.9
862	600255139.7
863	600191087.9
864	599906428.7
865	599841992.6
866	599700089
867	599445170.2
868	599300703.7
869	599075023.4
870	599010279.3
871	598587113.7
872	598494104.3
873	598432648.6
874	598094962.4
875	597866473.3
876	597617895.5
877	597379322.8
878	597089769.9
879	597026916.3
880	596658346
881	596433785.4
882	596371432.8
883	596307831.7
884	596025445.1
885	595571403.4
886	595330378
887	594819190.5
888	594758187.5
889	594695755.2
890	594429929.9
891	594293779.9
892	594131854.4
893	593940431.4
894	593809310.1
895	593650743.6
896	593588659.8
897	593229280.2
898	592956887.7
899	592895576.7
900	592834854.6
901	592507810.8
902	592402693.6
903	592313045.2
904	592201643.9
905	592143552.7
906	591773817.4
907	591501476.4
908	591199294.8
909	591023839.2
910	590847883.3
911	590787885.4
912	590443917.4
913	590388864.8
914	590204799.6
915	589726117.8
916	589663013.8
917	589108088.4
918	588794259
919	588416676.2
920	588053462.7
921	587992003.7
922	587646803
923	587540527
924	587484228.2
925	587399124.2
926	587340454.8
927	587008539.3
928	586950684.6
929	586713717.4
930	586487412
931	586369363.7
932	585890829.8
933	585835212.3
934	585022004.4
935	584881415.9
936	584823455
937	584769163.2
938	584708758.8
939	584384372.7
940	584211123.5
941	584016796.2
942	583866048.7
943	583807724.8
944	583752281.1
945	583557407.9
946	583500396.1
947	583443164.3
948	583361781.1
949	583236384.5
950	583060709
951	582959814.7
952	582658117.7
953	582600878.9
954	582315971.7
955	582046501.2
956	581990447.9
957	581802291.4
958	581750785.1
959	581668660.9
960	581616736.5
961	581526788.5
962	581345068.7
963	581028099.5
964	580636942.9
965	580338424.1
966	580101095.1
967	579999163.3
968	579786892.1
969	579332119.2
970	579130352
971	579068743.5
972	578635928.6
973	578112762.2
974	577962911.7
975	577857758.6
976	577804279.4
977	577476442.7
978	577113906.5
979	576792551.5
980	576739709.9
981	576633941.6
982	575713596.7
983	575660195.3
984	575610292.5
985	575342404.8
986	575105757.8
987	574968839.4
988	574916724.3
989	574866403.9
990	574815044.3
991	574689857.9
992	574461352.5
993	574343721.8
994	574208805.7
995	574160872.6
996	573913474.5
997	573710142.9
998	573643621.9
999	573597897.8
