iter	RMSE
178	943402070.1
179	941274955.8
180	939905520.4
181	938497709.1
182	936842158.1
183	936323503.7
184	935827002.8
185	934996722.2
186	932712961.1
187	931391867.3
188	930912461.8
189	929827500.7
190	929092101.2
191	927835675
192	926163557.6
193	924449547.5
194	923981560.2
195	922289355.6
196	921300058.7
197	920094770.5
198	918359649.7
199	917622320.3
200	915404696.5
201	913715968.4
202	911940232.9
203	911485363.2
204	910355503.8
205	909401604
206	907819866.8
207	907139680.2
208	904939621.2
209	904496332.8
210	903606412.7
211	902043747
212	900859330.5
213	899778656.8
214	898177645.6
215	897445135.5
216	895890964.6
217	894106267.7
218	893174056.2
219	892262173.7
220	891670099.3
221	890960333.9
222	890485917.8
223	888688372.1
224	888235068.7
225	886701423.3
226	885293383.1
227	883531154.3
228	883119962.3
229	882524570.9
230	881284541.6
231	879921646.5
232	878397810.8
233	877523212.7
234	877116689.6
235	876057871.2
236	874307685.9
237	873144152
238	872753481.8
239	872355611.1
240	870745183.4
241	870362695.3
242	869492171.9
243	867895475.8
244	866744961.1
245	865474849.9
246	864899013.2
247	863119020.6
248	862322743.1
249	861082947.5
250	860403241.8
251	859827414.2
252	859454218.4
253	859090804.8
254	858737835.8
255	857370858.1
256	856372092.3
257	855461552.8
258	854290957
259	853717746.7
260	853376315.2
261	851851692.1
262	851067159
263	850569044.1
264	849106765
265	847986250.8
266	846694458.3
267	845971451.8
268	845624755.6
269	844381654.9
270	843496445.3
271	842678768.3
272	841543832.9
273	841215079
274	840016578.3
275	839698369.4
276	839059319
277	837923297.1
278	837425583.9
279	836333600.5
280	835149008
281	833807424.7
282	833496238.5
283	832329545.6
284	831133094.4
285	830468431.2
286	828918087.7
287	827932012.3
288	826479136.6
289	826147264.4
290	825619100.7
291	824558799.9
292	824112092
293	823791338.4
294	822708831.2
295	822399582.6
296	822100713.5
297	821811851.2
298	821533633.8
299	821261765.2
300	820552421
301	819829782.7
302	819568475.3
303	818188241.4
304	817933979.2
305	816797033.4
306	816339191.7
307	815444602.3
308	814644741.3
309	813854282.9
310	813011473.9
311	812009157.2
312	811281271.1
313	811031454
314	809854809.6
315	809416773.8
316	808384963.4
317	807628409.4
318	807147313.6
319	806345393.4
320	805671495.5
321	804528436.5
322	803713038.4
323	803143796.4
324	802664611.4
325	802019146.5
326	801123163.8
327	800069979.2
328	799169114.4
329	798773684.7
330	797868963.5
331	796910843.6
332	795966988.9
333	795456316.5
334	794365531.3
335	793385941.4
336	792542954.7
337	791896829.3
338	791133921.6
339	790744680.9
340	790384571.4
341	790017085
342	789716150.7
343	788512846.4
344	788260599
345	787433335.4
346	786623993.7
347	786324515.6
348	786079842.7
349	785280156.8
350	784654196.5
351	784201002.5
352	783959390.2
353	783167848.1
354	782138859.7
355	781416788.1
356	780813325.3
357	779402054.7
358	779164197.9
359	778571903.1
360	777695227.9
361	777462697.8
362	776968991.4
363	776623362.1
364	776244964.3
365	775421486.7
366	774114943.5
367	773887964.6
368	772941501.5
369	771940483
370	771022773.3
371	770596158.1
372	769889583.5
373	769125585.1
374	768901148.8
375	767868846.7
376	767400792.7
377	766939356.9
378	766600520.6
379	766013143.3
380	765358252.9
381	764787550.1
382	764565659.3
383	764243561.4
384	764027664.8
385	763650850.3
386	763188012.8
387	762711629.3
388	762348336.5
389	761855486
390	761643531.4
391	761434852.7
392	761112465.7
393	759871289.7
394	759006024.8
395	758640105.7
396	758434762.5
397	758233691
398	757519216
399	757066622.2
400	756713861.6
401	755688271
402	755197360.1
403	754815897.2
404	754520023
405	753456608.4
406	752815561.4
407	752094395.8
408	751778460.1
409	751579374.1
410	751384698.6
411	750994318.3
412	750216450.6
413	749916308.2
414	749724362.8
415	749446762
416	749116807.4
417	748929614
418	748060918.7
419	747792735.4
420	747607325.5
421	746378115.3
422	745775654.7
423	745372635.8
424	745190697.3
425	744931964.2
426	743830059.4
427	743282597.2
428	742874511.3
429	742607075.3
430	741421471
431	740825598.9
432	739960228.5
433	739450377.5
434	738860290
435	738681062.6
436	738295188.9
437	737563364
438	736977860.8
439	736721786.3
440	736280453.5
441	735813618
442	735414429.6
443	734772535.7
444	734055859.9
445	733784656.4
446	733467009
447	733025360.1
448	732848004
449	732673701
450	732253893
451	732082339.2
452	731510892.4
453	731063345.2
454	730353445.5
455	730092892.3
456	729923713.1
457	729480965.6
458	729314665
459	728983806.3
460	728820577.5
461	728567991.9
462	728061497
463	727565043
464	726858802.4
465	726618201.1
466	726222265.1
467	725527667.1
468	724884591.2
469	724357431.6
470	723997578.2
471	723766461.1
472	723312676.3
473	722726894.6
474	722564526.9
475	722202015.6
476	721960363.8
477	721604295.2
478	721444410.2
479	720991400.2
480	720251149
481	720015554.9
482	719510829
483	719234390.4
484	718604903.2
485	718174936.5
486	717584143
487	717425024.8
488	717014672.9
489	716866265.9
490	716653241.5
491	716498820.3
492	715953417
493	715256509.6
494	714414742.4
495	713257526.8
496	713112555.2
497	712840168.8
498	712380139.5
499	712228568.3
500	711647199.6
501	711497709.7
502	710879257.3
503	710363204.8
504	709333497.6
505	709033156.8
506	708780054.3
507	708633692.2
508	708488841.5
509	708260272.2
510	708037670.1
511	707812407.3
512	707669789.6
513	707039874.1
514	706668728.1
515	706296940
516	706157409.8
517	705278280.1
518	704762837.7
519	704387692.3
520	703436292
521	702974597.6
522	702513163.1
523	701508020.2
524	701362781.1
525	701134905.4
526	700876324.2
527	700155373.7
528	700016863.3
529	699872058.1
530	698782700.3
531	698647150.4
532	698424740.3
533	698285121.8
534	698148843.2
535	698016216.1
536	697886812.6
537	697760095.5
538	697637114
539	697515859.6
540	697023114
541	696904595.3
542	696788656.5
543	696605373.4
544	695863994.9
545	695328185.4
546	695214524.7
547	695001631.8
548	694498105.1
549	694267694.5
550	693899366.6
551	693562962
552	692621609.8
553	692364057.3
554	692249671.3
555	691792684
556	691668991.1
557	691150839.6
558	690853987.2
559	690669810.8
560	690552480.3
561	689905949.1
562	689030540.2
563	688580877.1
564	688236699.3
565	688127688.8
566	687366377.1
567	687252919.2
568	687056348.8
569	686255876.4
570	686041383.2
571	685866158.2
572	685695019.8
573	685441580.8
574	684460207.4
575	683429901.3
576	682971333.6
577	682609652.1
578	682183983.7
579	682078602.5
580	681713631.5
581	681378348.5
582	681155492.5
583	680942184.8
584	680831763.3
585	680424265
586	680218577.4
587	679856631.3
588	679101427.9
589	678639295.1
590	678278930.3
591	677857224.3
592	677536478.6
593	676847059.6
594	676403961.7
595	676101009.5
596	675825601.8
597	675644922.8
598	675212443.1
599	675099188.6
600	674834753.8
601	674454750.5
602	674341621.7
603	673981187.7
604	673738185.1
605	673206212.9
606	673031306.3
607	672862115.2
608	672391619
609	671704358.3
610	671600636.7
611	671341882.6
612	671143658.5
613	670427536.5
614	670317119.5
615	670100116.8
616	669997002
617	669447544.9
618	669216879.8
619	668896673.2
620	668435108
621	668327048.4
622	668220385.2
623	667749793.2
624	667186802.7
625	666411647.5
626	665985923.5
627	665822333.9
628	665543997.3
629	665438826.6
630	665277684.6
631	664979357.5
632	664624693.3
633	664520514.3
634	664028874
635	663691247.7
636	663587870.7
637	662570016.2
638	662310699.3
639	662208122.5
640	661387384.4
641	661000758.1
642	660703930
643	660375384.7
644	660215810.2
645	659431881.5
646	659029079.6
647	658927257.6
648	658826979.7
649	658727311.9
650	658204154.1
651	658019348.5
652	657834357
653	657281433.7
654	657004167.4
655	656853469.2
656	656753994.1
657	656658266.1
658	656417738.6
659	656263394.6
660	655934456.3
661	655499774.6
662	655076857.6
663	654908926.4
664	654817256.5
665	654133600.5
666	653443853.1
667	653253665.3
668	652887781.3
669	652604844.6
670	652507976.6
671	652361221.2
672	652031660.9
673	651580721
674	651174335.4
675	650524614.1
676	650428099.2
677	649749448.5
678	649517356.3
679	649343223.8
680	649248072.1
681	649068436
682	648974527.9
683	648882266.9
684	648663033.9
685	648336699.5
686	648244548.2
687	648059879.2
688	647854152.9
689	647645181.9
690	647101428.7
691	647010093.1
692	646716037.7
693	646625986.8
694	646147364.8
695	646010227.3
696	645669067.9
697	645400639.9
698	645118838.9
699	645036577.2
700	644950538.7
701	644823029
702	644361273
703	644008317.5
704	643920238.6
705	643708936.7
706	643333232.5
707	643245905
708	642803425.5
709	642633720.5
710	642161255.7
711	642073744.5
712	641359016.9
713	641228797.1
714	641016735.5
715	640627351.4
716	640540890.4
717	640456064.4
718	640325402.1
719	640018990.6
720	639451315.6
721	639194082.7
722	638829407.2
723	638638594
724	638511591.2
725	637841593.2
726	637691917.3
727	636993840.7
728	636660204.5
729	636310414.1
730	636224903.8
731	636065433.7
732	635980671.1
733	635849699.8
734	635766127.3
735	635215331.1
736	635133207.7
737	635054719.2
738	634974535.2
739	634500496.6
740	634422391.6
741	634129621.1
742	634005616.4
743	633364470.6
744	633133744.6
745	633060463.3
746	632896794.3
747	632818199.9
748	632701439.4
749	632442609.9
750	632365588
751	631706518.7
752	631239839.5
753	630651866.9
754	630360327.7
755	630190638.6
756	630075102.1
757	629756102.7
758	629461678.4
759	629016831.4
760	628398130.4
761	628099524.4
762	627798362.5
763	627723162.1
764	627642925.2
765	627368260.2
766	627178374.1
767	626585604.1
768	626429460.6
769	626358358.2
770	626184502.2
771	626105140.5
772	625767145
773	625690469.9
774	625616297.3
775	625543802.6
776	625073684.5
777	624693358.4
778	624288192.4
779	624215371.4
780	624145530.8
781	623907719.5
782	623785887.9
783	623712139.9
784	623296994.9
785	623229807.4
786	623168098.6
787	622915983.5
788	622680552.5
789	622497626.3
790	621976722.1
791	621765319
792	621646937.1
793	621413720.8
794	621215295.5
795	621148984.7
796	620955188.6
797	620884480.4
798	620819762.4
799	620531359.7
800	620421612.2
801	620050746.6
802	619941008
803	619702418.4
804	619600200.8
805	619244436.4
806	618582125.4
807	618412760.4
808	618240338.7
809	617834143.8
810	617769860.1
811	617565376.6
812	617171790.8
813	616930810.7
814	616593106.2
815	616518210.3
816	616446702.3
817	615935422.9
818	615864594.5
819	615795799.6
820	615584374.5
821	615514953.6
822	615452431.7
823	615386663.1
824	614835901.8
825	614601383.1
826	614494090.6
827	614029504.6
828	613964521.4
829	613848202.8
830	613784661.9
831	613541105.4
832	613474843.9
833	613192342.3
834	613030632.2
835	612604723.8
836	612464520.8
837	612082957.5
838	611968090
839	611903146.7
840	611615143
841	611551260.8
842	611391089.9
843	611326781.9
844	611259872.6
845	610734225.7
846	610635575.3
847	610374024.2
848	610009258.1
849	609950388.7
850	609727870.2
851	609516463.8
852	609451854.7
853	608751119.1
854	608211003.8
855	607550789.8
856	607209662.5
857	607147770.8
858	606934298.6
859	606875322.4
860	606729297.1
861	606503491.7
862	606247393.1
863	606185640.6
864	605752602.9
865	605696799
866	605585724.9
867	605346634.8
868	605251464.7
869	604655518.9
870	604282315
871	604221276.7
872	604075845.6
873	603936750.8
874	603873299.2
875	603813257.8
876	603528260.3
877	603469697.5
878	603202463.1
879	602950114.7
880	602894218.7
881	602449697.3
882	602308071.5
883	602151298.2
884	601924937.2
885	601634167.3
886	601044043.4
887	600952863.9
888	600893786.2
889	600750359.4
890	600590793.4
891	600504929.8
892	600447815.6
893	600350593.2
894	600295771.4
895	600152109.2
896	600066070.2
897	600010005.3
898	599672656.9
899	599432830.8
900	599209928.8
901	598832008.7
902	598688090.1
903	598545620.5
904	598165028
905	597883489.1
906	597715914.9
907	597208886.3
908	596790795.5
909	596658972.5
910	596606186.9
911	596554685.8
912	596259331
913	596177262.1
914	595942894.2
915	595798618.2
916	595738680.5
917	595635131.3
918	595513999.3
919	595246013.4
920	595188705.5
921	594983676.5
922	594815462
923	594672647.8
924	594616418.8
925	594324850.4
926	594271429.2
927	593752471.9
928	593575647.6
929	593376553.8
930	593325766
931	593270105.5
932	592953313.1
933	592898516.2
934	592657947.6
935	592527521.3
936	592434781.6
937	592063462
938	591540123
939	591372793.3
940	590894963.9
941	590456295
942	590066482.6
943	590011509.6
944	589957112.2
945	589715688.8
946	588971896.5
947	588685191.7
948	588301974.5
949	588087885.4
950	587917141.5
951	587865621.1
952	587604534.8
953	587558114
954	587504972.7
955	586828611.2
956	586749163.1
957	586509478.8
958	586456180.7
959	586385388.3
960	586327210.9
961	586277313.4
962	586072451.2
963	585885391.6
964	585811964.8
965	585764386.7
966	585304670
967	585009628.2
968	584841025.2
969	584788822.9
970	584325544.7
971	584273736
972	584016192
973	583968742.6
974	583851857.2
975	583623104
976	582886842.9
977	582774086.1
978	582655371.9
979	582486442.9
980	582189050.6
981	582035117.7
982	581986453.6
983	581615937.5
984	581476249.8
985	581173459.8
986	581121739.6
987	580936492.6
988	580726535.8
989	580621939.7
990	580384663.9
991	580037136.6
992	579928126.3
993	579814408.7
994	579742811.4
995	579449501.4
996	579187529.2
997	578905619.6
998	578656246.1
999	578610254.5
